date,product_id,region_id,units_sold,unit_price_irr,revenue_irr,is_promo_day
2025-08-15,P002,R02,20,195000,3900000,False
2025-08-15,P002,R03,15,195000,2925000,False
2025-08-15,P002,R04,6,195000,1170000,False
2025-08-15,P002,R05,11,195000,2145000,False
2025-08-15,P002,R06,17,195000,3315000,False
2025-08-15,P002,R07,5,195000,975000,False
2025-08-16,P002,R01,46,195000,8970000,False
2025-08-16,P002,R02,14,195000,2730000,False
2025-08-16,P002,R03,22,195000,4290000,False
2025-08-16,P002,R04,17,195000,3315000,False
2025-08-16,P002,R05,16,195000,3120000,False
2025-08-16,P002,R06,10,195000,1950000,False
2025-08-16,P002,R07,7,195000,1365000,False
2025-08-17,P002,R01,43,195000,8385000,False
2025-08-17,P002,R02,15,195000,2925000,False
2025-08-17,P002,R03,19,195000,3705000,False
2025-08-17,P002,R04,13,195000,2535000,False
2025-08-17,P002,R05,17,195000,3315000,False
2025-08-17,P002,R06,25,195000,4875000,False
2025-08-17,P002,R07,6,195000,1170000,False
2025-08-18,P002,R01,42,195000,8190000,False
2025-08-18,P002,R02,17,195000,3315000,False
2025-08-18,P002,R03,15,195000,2925000,False
2025-08-18,P002,R04,15,195000,2925000,False
2025-08-18,P002,R05,15,195000,2925000,False
2025-08-18,P002,R06,15,195000,2925000,False
2025-08-18,P002,R07,10,195000,1950000,False
2025-08-19,P002,R01,42,195000,8190000,False
2025-08-19,P002,R02,17,195000,3315000,False
2025-08-19,P002,R03,10,195000,1950000,False
2025-08-19,P002,R04,17,195000,3315000,False
2025-08-19,P002,R05,21,195000,4095000,False
2025-08-19,P002,R06,8,195000,1560000,False
2025-08-19,P002,R07,9,195000,1755000,False
2025-08-20,P002,R01,34,195000,6630000,False
2025-08-20,P002,R02,18,195000,3510000,False
2025-08-20,P002,R03,17,195000,3315000,False
2025-08-20,P002,R04,8,195000,1560000,False
2025-08-20,P002,R05,12,195000,2340000,False
2025-08-20,P002,R06,12,195000,2340000,False
2025-08-20,P002,R07,4,195000,780000,False
2025-08-21,P002,R01,41,195000,7995000,False
2025-08-21,P002,R02,20,195000,3900000,False
2025-08-21,P002,R03,17,195000,3315000,False
2025-08-21,P002,R04,21,195000,4095000,False
2025-08-21,P002,R05,18,195000,3510000,False
2025-08-21,P002,R06,8,195000,1560000,False
2025-08-21,P002,R07,15,195000,2925000,False
2025-08-22,P002,R01,54,195000,10530000,False
2025-08-22,P002,R02,13,195000,2535000,False
2025-08-22,P002,R03,24,195000,4680000,False
2025-08-22,P002,R04,11,195000,2145000,False
2025-08-22,P002,R05,16,195000,3120000,False
2025-08-22,P002,R06,14,195000,2730000,False
2025-08-22,P002,R07,9,195000,1755000,False
2025-08-23,P002,R01,23,195000,4485000,False
2025-08-23,P002,R02,10,195000,1950000,False
2025-08-23,P002,R03,11,195000,2145000,False
2025-08-23,P002,R04,9,195000,1755000,False
2025-08-23,P002,R05,12,195000,2340000,False
2025-08-23,P002,R06,11,195000,2145000,False
2025-08-23,P002,R07,3,195000,585000,False
2025-08-24,P002,R01,37,195000,7215000,False
2025-08-24,P002,R02,20,195000,3900000,False
2025-08-24,P002,R03,13,195000,2535000,False
2025-08-24,P002,R04,13,195000,2535000,False
2025-08-24,P002,R05,22,195000,4290000,False
2025-08-24,P002,R06,16,195000,3120000,False
2025-08-24,P002,R07,7,195000,1365000,False
2025-08-25,P002,R01,45,195000,8775000,False
2025-08-25,P002,R02,14,195000,2730000,False
2025-08-25,P002,R03,14,195000,2730000,False
2025-08-25,P002,R04,18,195000,3510000,False
2025-08-25,P002,R05,13,195000,2535000,False
2025-08-25,P002,R06,13,195000,2535000,False
2025-08-25,P002,R07,5,195000,975000,False
2025-08-26,P002,R01,34,195000,6630000,False
2025-08-26,P002,R02,18,195000,3510000,False
2025-08-26,P002,R03,21,195000,4095000,False
2025-08-26,P002,R04,9,195000,1755000,False
2025-08-26,P002,R05,10,195000,1950000,False
2025-08-26,P002,R06,10,195000,1950000,False
2025-08-26,P002,R07,4,195000,780000,False
2025-08-27,P002,R01,39,195000,7605000,False
2025-08-27,P002,R02,10,195000,1950000,False
2025-08-27,P002,R03,7,195000,1365000,False
2025-08-27,P002,R04,14,195000,2730000,False
2025-08-27,P002,R05,11,195000,2145000,False
2025-08-27,P002,R06,5,195000,975000,False
2025-08-27,P002,R07,2,195000,390000,False
2025-08-28,P002,R01,39,195000,7605000,False
2025-08-28,P002,R02,19,195000,3705000,False
2025-08-28,P002,R03,14,195000,2730000,False
2025-08-28,P002,R04,10,195000,1950000,False
2025-08-28,P002,R05,12,195000,2340000,False
2025-08-28,P002,R06,13,195000,2535000,False
2025-08-28,P002,R07,6,195000,1170000,False
2025-08-29,P002,R01,34,195000,6630000,False
2025-08-29,P002,R02,12,195000,2340000,False
2025-08-29,P002,R03,16,195000,3120000,False
2025-08-29,P002,R04,18,195000,3510000,False
2025-08-29,P002,R05,13,195000,2535000,False
2025-08-29,P002,R06,14,195000,2730000,False
2025-08-29,P002,R07,6,195000,1170000,False
2025-08-30,P002,R01,42,195000,8190000,False
2025-08-30,P002,R02,14,195000,2730000,False
2025-08-30,P002,R03,15,195000,2925000,False
2025-08-30,P002,R04,10,195000,1950000,False
2025-08-30,P002,R05,15,195000,2925000,False
2025-08-30,P002,R06,14,195000,2730000,False
2025-08-30,P002,R07,4,195000,780000,False
2025-08-31,P002,R01,32,195000,6240000,False
2025-08-31,P002,R02,11,195000,2145000,False
2025-08-31,P002,R03,10,195000,1950000,False
2025-08-31,P002,R04,5,195000,975000,False
2025-08-31,P002,R05,11,195000,2145000,False
2025-08-31,P002,R06,9,195000,1755000,False
2025-08-31,P002,R07,5,195000,975000,False
2025-09-01,P002,R01,37,195000,7215000,False
2025-09-01,P002,R02,11,195000,2145000,False
2025-09-01,P002,R03,13,195000,2535000,False
2025-09-01,P002,R04,16,195000,3120000,False
2025-09-01,P002,R05,11,195000,2145000,False
2025-09-01,P002,R06,15,195000,2925000,False
2025-09-01,P002,R07,7,195000,1365000,False
2025-09-02,P002,R01,32,195000,6240000,False
2025-09-02,P002,R02,13,195000,2535000,False
2025-09-02,P002,R03,13,195000,2535000,False
2025-09-02,P002,R04,10,195000,1950000,False
2025-09-02,P002,R05,12,195000,2340000,False
2025-09-02,P002,R06,8,195000,1560000,False
2025-09-02,P002,R07,6,195000,1170000,False
2025-09-03,P002,R01,37,195000,7215000,False
2025-09-03,P002,R02,9,195000,1755000,False
2025-09-03,P002,R03,7,195000,1365000,False
2025-09-03,P002,R04,8,195000,1560000,False
2025-09-03,P002,R05,8,195000,1560000,False
2025-09-03,P002,R06,11,195000,2145000,False
2025-09-03,P002,R07,6,195000,1170000,False
2025-09-04,P002,R01,43,175500,7546500,True
2025-09-04,P002,R02,22,175500,3861000,True
2025-09-04,P002,R03,26,175500,4563000,True
2025-09-04,P002,R04,32,175500,5616000,True
2025-09-04,P002,R05,17,175500,2983500,True
2025-09-04,P002,R06,16,175500,2808000,True
2025-09-04,P002,R07,13,175500,2281500,True
2025-09-05,P002,R01,55,195000,10725000,False
2025-09-05,P002,R02,19,195000,3705000,False
2025-09-05,P002,R03,15,195000,2925000,False
2025-09-05,P002,R04,12,195000,2340000,False
2025-09-05,P002,R05,15,195000,2925000,False
2025-09-05,P002,R06,17,195000,3315000,False
2025-09-05,P002,R07,5,195000,975000,False
2025-09-06,P002,R01,39,195000,7605000,False
2025-09-06,P002,R02,13,195000,2535000,False
2025-09-06,P002,R03,11,195000,2145000,False
2025-09-06,P002,R04,15,195000,2925000,False
2025-09-06,P002,R05,12,195000,2340000,False
2025-09-06,P002,R06,13,195000,2535000,False
2025-09-06,P002,R07,10,195000,1950000,False
2025-09-07,P002,R01,27,195000,5265000,False
2025-09-07,P002,R02,16,195000,3120000,False
2025-09-07,P002,R03,10,195000,1950000,False
2025-09-07,P002,R04,9,195000,1755000,False
2025-09-07,P002,R05,13,195000,2535000,False
2025-09-07,P002,R06,8,195000,1560000,False
2025-09-07,P002,R07,5,195000,975000,False
2025-09-08,P002,R01,30,195000,5850000,False
2025-09-08,P002,R02,12,195000,2340000,False
2025-09-08,P002,R03,9,195000,1755000,False
2025-09-08,P002,R04,12,195000,2340000,False
2025-09-08,P002,R05,14,195000,2730000,False
2025-09-08,P002,R06,11,195000,2145000,False
2025-09-08,P002,R07,7,195000,1365000,False
2025-09-09,P002,R01,28,195000,5460000,False
2025-09-09,P002,R02,10,195000,1950000,False
2025-09-09,P002,R03,7,195000,1365000,False
2025-09-09,P002,R04,6,195000,1170000,False
2025-09-09,P002,R05,6,195000,1170000,False
2025-09-09,P002,R06,8,195000,1560000,False
2025-09-09,P002,R07,7,195000,1365000,False
2025-09-10,P002,R01,20,195000,3900000,False
2025-09-10,P002,R02,12,195000,2340000,False
2025-09-10,P002,R03,11,195000,2145000,False
2025-09-10,P002,R04,11,195000,2145000,False
2025-09-10,P002,R05,6,195000,1170000,False
2025-09-10,P002,R06,11,195000,2145000,False
2025-09-10,P002,R07,4,195000,780000,False
2025-09-11,P002,R01,56,195000,10920000,False
2025-09-11,P002,R02,23,195000,4485000,False
2025-09-11,P002,R03,26,195000,5070000,False
2025-09-11,P002,R04,11,195000,2145000,False
2025-09-11,P002,R05,13,195000,2535000,False
2025-09-11,P002,R06,14,195000,2730000,False
2025-09-11,P002,R07,7,195000,1365000,False
2025-09-12,P002,R01,55,195000,10725000,False
2025-09-12,P002,R02,19,195000,3705000,False
2025-09-12,P002,R03,34,195000,6630000,False
2025-09-12,P002,R04,25,195000,4875000,False
2025-09-12,P002,R05,15,195000,2925000,False
2025-09-12,P002,R06,19,195000,3705000,False
2025-09-12,P002,R07,11,195000,2145000,False
2025-09-13,P002,R01,39,195000,7605000,False
2025-09-13,P002,R02,9,195000,1755000,False
2025-09-13,P002,R03,16,195000,3120000,False
2025-09-13,P002,R04,10,195000,1950000,False
2025-09-13,P002,R05,13,195000,2535000,False
2025-09-13,P002,R06,8,195000,1560000,False
2025-09-13,P002,R07,7,195000,1365000,False
2025-09-14,P002,R01,26,195000,5070000,False
2025-09-14,P002,R02,13,195000,2535000,False
2025-09-14,P002,R03,17,195000,3315000,False
2025-09-14,P002,R04,9,195000,1755000,False
2025-09-14,P002,R05,8,195000,1560000,False
2025-09-14,P002,R06,9,195000,1755000,False
2025-09-14,P002,R07,12,195000,2340000,False
2025-09-15,P002,R01,25,195000,4875000,False
2025-09-15,P002,R02,24,195000,4680000,False
2025-09-15,P002,R03,17,195000,3315000,False
2025-09-15,P002,R04,9,195000,1755000,False
2025-09-15,P002,R05,11,195000,2145000,False
2025-09-15,P002,R06,11,195000,2145000,False
2025-09-15,P002,R07,5,195000,975000,False
2025-09-16,P002,R01,35,195000,6825000,False
2025-09-16,P002,R02,19,195000,3705000,False
2025-09-16,P002,R03,12,195000,2340000,False
2025-09-16,P002,R04,18,195000,3510000,False
2025-09-16,P002,R05,15,195000,2925000,False
2025-09-16,P002,R06,14,195000,2730000,False
2025-09-16,P002,R07,6,195000,1170000,False
2025-09-17,P002,R01,23,195000,4485000,False
2025-09-17,P002,R02,17,195000,3315000,False
2025-09-17,P002,R03,16,195000,3120000,False
2025-09-17,P002,R04,7,195000,1365000,False
2025-09-17,P002,R05,15,195000,2925000,False
2025-09-17,P002,R06,15,195000,2925000,False
2025-09-17,P002,R07,6,195000,1170000,False
2025-09-18,P002,R01,41,195000,7995000,False
2025-09-18,P002,R02,10,195000,1950000,False
2025-09-18,P002,R03,26,195000,5070000,False
2025-09-18,P002,R04,13,195000,2535000,False
2025-09-18,P002,R05,14,195000,2730000,False
2025-09-18,P002,R06,11,195000,2145000,False
2025-09-18,P002,R07,11,195000,2145000,False
2025-09-19,P002,R01,50,195000,9750000,False
2025-09-19,P002,R02,30,195000,5850000,False
2025-09-19,P002,R03,8,195000,1560000,False
2025-09-19,P002,R04,17,195000,3315000,False
2025-09-19,P002,R05,17,195000,3315000,False
2025-09-19,P002,R06,13,195000,2535000,False
2025-09-19,P002,R07,8,195000,1560000,False
2025-09-20,P002,R01,24,195000,4680000,False
2025-09-20,P002,R02,9,195000,1755000,False
2025-09-20,P002,R03,16,195000,3120000,False
2025-09-20,P002,R04,14,195000,2730000,False
2025-09-20,P002,R05,11,195000,2145000,False
2025-09-20,P002,R06,9,195000,1755000,False
2025-09-20,P002,R07,10,195000,1950000,False
2025-09-21,P002,R01,29,195000,5655000,False
2025-09-21,P002,R02,18,195000,3510000,False
2025-09-21,P002,R03,18,195000,3510000,False
2025-09-21,P002,R04,6,195000,1170000,False
2025-09-21,P002,R05,14,195000,2730000,False
2025-09-21,P002,R06,10,195000,1950000,False
2025-09-21,P002,R07,4,195000,780000,False
2025-09-22,P002,R01,36,195000,7020000,False
2025-09-22,P002,R02,20,195000,3900000,False
2025-09-22,P002,R03,10,195000,1950000,False
2025-09-22,P002,R04,9,195000,1755000,False
2025-09-22,P002,R05,17,195000,3315000,False
2025-09-22,P002,R06,12,195000,2340000,False
2025-09-22,P002,R07,7,195000,1365000,False
2025-09-23,P002,R01,32,195000,6240000,False
2025-09-23,P002,R02,15,195000,2925000,False
2025-09-23,P002,R03,12,195000,2340000,False
2025-09-23,P002,R04,11,195000,2145000,False
2025-09-23,P002,R05,6,195000,1170000,False
2025-09-23,P002,R06,10,195000,1950000,False
2025-09-23,P002,R07,6,195000,1170000,False
2025-09-24,P002,R01,45,195000,8775000,False
2025-09-24,P002,R02,11,195000,2145000,False
2025-09-24,P002,R03,13,195000,2535000,False
2025-09-24,P002,R04,11,195000,2145000,False
2025-09-24,P002,R05,12,195000,2340000,False
2025-09-24,P002,R06,9,195000,1755000,False
2025-09-24,P002,R07,12,195000,2340000,False
2025-09-25,P002,R01,36,195000,7020000,False
2025-09-25,P002,R02,17,195000,3315000,False
2025-09-25,P002,R03,21,195000,4095000,False
2025-09-25,P002,R04,11,195000,2145000,False
2025-09-25,P002,R05,15,195000,2925000,False
2025-09-25,P002,R06,10,195000,1950000,False
2025-09-25,P002,R07,5,195000,975000,False
2025-09-26,P002,R01,39,195000,7605000,False
2025-09-26,P002,R02,19,195000,3705000,False
2025-09-26,P002,R03,18,195000,3510000,False
2025-09-26,P002,R04,20,195000,3900000,False
2025-09-26,P002,R05,31,195000,6045000,False
2025-09-26,P002,R06,12,195000,2340000,False
2025-09-26,P002,R07,7,195000,1365000,False
2025-09-27,P002,R01,43,195000,8385000,False
2025-09-27,P002,R02,11,195000,2145000,False
2025-09-27,P002,R03,13,195000,2535000,False
2025-09-27,P002,R04,12,195000,2340000,False
2025-09-27,P002,R05,12,195000,2340000,False
2025-09-27,P002,R06,17,195000,3315000,False
2025-09-27,P002,R07,13,195000,2535000,False
2025-09-28,P002,R01,40,195000,7800000,False
2025-09-28,P002,R02,14,195000,2730000,False
2025-09-28,P002,R03,11,195000,2145000,False
2025-09-28,P002,R04,10,195000,1950000,False
2025-09-28,P002,R05,11,195000,2145000,False
2025-09-28,P002,R06,16,195000,3120000,False
2025-09-28,P002,R07,2,195000,390000,False
2025-09-29,P002,R01,43,195000,8385000,False
2025-09-29,P002,R02,14,195000,2730000,False
2025-09-29,P002,R03,13,195000,2535000,False
2025-09-29,P002,R04,13,195000,2535000,False
2025-09-29,P002,R05,13,195000,2535000,False
2025-09-29,P002,R06,16,195000,3120000,False
2025-09-29,P002,R07,8,195000,1560000,False
2025-09-30,P002,R01,25,195000,4875000,False
2025-09-30,P002,R02,7,195000,1365000,False
2025-09-30,P002,R03,16,195000,3120000,False
2025-09-30,P002,R04,8,195000,1560000,False
2025-09-30,P002,R05,8,195000,1560000,False
2025-09-30,P002,R06,11,195000,2145000,False
2025-09-30,P002,R07,6,195000,1170000,False
2025-10-01,P002,R01,31,195000,6045000,False
2025-10-01,P002,R02,10,195000,1950000,False
2025-10-01,P002,R03,14,195000,2730000,False
2025-10-01,P002,R04,18,195000,3510000,False
2025-10-01,P002,R05,9,195000,1755000,False
2025-10-01,P002,R06,13,195000,2535000,False
2025-10-01,P002,R07,5,195000,975000,False
2025-10-02,P002,R01,44,195000,8580000,False
2025-10-02,P002,R02,13,195000,2535000,False
2025-10-02,P002,R03,18,195000,3510000,False
2025-10-02,P002,R04,11,195000,2145000,False
2025-10-02,P002,R05,17,195000,3315000,False
2025-10-02,P002,R06,15,195000,2925000,False
2025-10-02,P002,R07,5,195000,975000,False
2025-10-03,P002,R01,52,195000,10140000,False
2025-10-03,P002,R02,28,195000,5460000,False
2025-10-03,P002,R03,27,195000,5265000,False
2025-10-03,P002,R04,23,195000,4485000,False
2025-10-03,P002,R05,28,195000,5460000,False
2025-10-03,P002,R06,12,195000,2340000,False
2025-10-03,P002,R07,6,195000,1170000,False
2025-10-04,P002,R01,27,195000,5265000,False
2025-10-04,P002,R02,5,195000,975000,False
2025-10-04,P002,R03,14,195000,2730000,False
2025-10-04,P002,R04,9,195000,1755000,False
2025-10-04,P002,R05,8,195000,1560000,False
2025-10-04,P002,R06,7,195000,1365000,False
2025-10-04,P002,R07,4,195000,780000,False
2025-10-05,P002,R01,43,195000,8385000,False
2025-10-05,P002,R02,12,195000,2340000,False
2025-10-05,P002,R03,18,195000,3510000,False
2025-10-05,P002,R04,10,195000,1950000,False
2025-10-05,P002,R05,10,195000,1950000,False
2025-10-05,P002,R06,7,195000,1365000,False
2025-10-05,P002,R07,5,195000,975000,False
2025-10-06,P002,R01,32,195000,6240000,False
2025-10-06,P002,R02,17,195000,3315000,False
2025-10-06,P002,R03,20,195000,3900000,False
2025-10-06,P002,R04,18,195000,3510000,False
2025-10-06,P002,R05,18,195000,3510000,False
2025-10-06,P002,R06,12,195000,2340000,False
2025-10-06,P002,R07,11,195000,2145000,False
2025-10-07,P002,R01,32,195000,6240000,False
2025-10-07,P002,R02,17,195000,3315000,False
2025-10-07,P002,R03,16,195000,3120000,False
2025-10-07,P002,R04,8,195000,1560000,False
2025-10-07,P002,R05,7,195000,1365000,False
2025-10-07,P002,R06,10,195000,1950000,False
2025-10-07,P002,R07,5,195000,975000,False
2025-10-08,P002,R01,38,195000,7410000,False
2025-10-08,P002,R02,15,195000,2925000,False
2025-10-08,P002,R03,14,195000,2730000,False
2025-10-08,P002,R04,12,195000,2340000,False
2025-10-08,P002,R05,10,195000,1950000,False
2025-10-08,P002,R06,10,195000,1950000,False
2025-10-08,P002,R07,5,195000,975000,False
2025-10-09,P002,R01,42,195000,8190000,False
2025-10-09,P002,R02,17,195000,3315000,False
2025-10-09,P002,R03,18,195000,3510000,False
2025-10-09,P002,R04,14,195000,2730000,False
2025-10-09,P002,R05,19,195000,3705000,False
2025-10-09,P002,R06,12,195000,2340000,False
2025-10-09,P002,R07,6,195000,1170000,False
2025-10-10,P002,R01,51,195000,9945000,False
2025-10-10,P002,R02,16,195000,3120000,False
2025-10-10,P002,R03,21,195000,4095000,False
2025-10-10,P002,R04,16,195000,3120000,False
2025-10-10,P002,R05,26,195000,5070000,False
2025-10-10,P002,R06,9,195000,1755000,False
2025-10-10,P002,R07,8,195000,1560000,False
2025-10-11,P002,R01,35,195000,6825000,False
2025-10-11,P002,R02,21,195000,4095000,False
2025-10-11,P002,R03,17,195000,3315000,False
2025-10-11,P002,R04,12,195000,2340000,False
2025-10-11,P002,R05,14,195000,2730000,False
2025-10-11,P002,R06,15,195000,2925000,False
2025-10-11,P002,R07,10,195000,1950000,False
2025-10-12,P002,R01,38,195000,7410000,False
2025-10-12,P002,R02,13,195000,2535000,False
2025-10-12,P002,R03,17,195000,3315000,False
2025-10-12,P002,R04,8,195000,1560000,False
2025-10-12,P002,R05,15,195000,2925000,False
2025-10-12,P002,R06,16,195000,3120000,False
2025-10-12,P002,R07,6,195000,1170000,False
2025-10-13,P002,R01,49,195000,9555000,False
2025-10-13,P002,R02,17,195000,3315000,False
2025-10-13,P002,R03,16,195000,3120000,False
2025-10-13,P002,R04,7,195000,1365000,False
2025-10-13,P002,R05,11,195000,2145000,False
2025-10-13,P002,R06,18,195000,3510000,False
2025-10-13,P002,R07,8,195000,1560000,False
2025-10-14,P002,R01,31,195000,6045000,False
2025-10-14,P002,R02,17,195000,3315000,False
2025-10-14,P002,R03,15,195000,2925000,False
2025-10-14,P002,R04,11,195000,2145000,False
2025-10-14,P002,R05,17,195000,3315000,False
2025-10-14,P002,R06,7,195000,1365000,False
2025-10-14,P002,R07,4,195000,780000,False
2025-10-15,P002,R01,21,195000,4095000,False
2025-10-15,P002,R02,19,195000,3705000,False
2025-10-15,P002,R03,23,195000,4485000,False
2025-10-15,P002,R04,13,195000,2535000,False
2025-10-15,P002,R05,7,195000,1365000,False
2025-10-15,P002,R06,6,195000,1170000,False
2025-10-15,P002,R07,7,195000,1365000,False
2025-10-16,P002,R01,36,195000,7020000,False
2025-10-16,P002,R02,16,195000,3120000,False
2025-10-16,P002,R03,18,195000,3510000,False
2025-10-16,P002,R04,13,195000,2535000,False
2025-10-16,P002,R05,9,195000,1755000,False
2025-10-16,P002,R06,19,195000,3705000,False
2025-10-16,P002,R07,8,195000,1560000,False
2025-10-17,P002,R01,39,195000,7605000,False
2025-10-17,P002,R02,22,195000,4290000,False
2025-10-17,P002,R03,18,195000,3510000,False
2025-10-17,P002,R04,15,195000,2925000,False
2025-10-17,P002,R05,16,195000,3120000,False
2025-10-17,P002,R06,10,195000,1950000,False
2025-10-17,P002,R07,5,195000,975000,False
2025-10-18,P002,R01,35,195000,6825000,False
2025-10-18,P002,R02,17,195000,3315000,False
2025-10-18,P002,R03,15,195000,2925000,False
2025-10-18,P002,R04,13,195000,2535000,False
2025-10-18,P002,R05,9,195000,1755000,False
2025-10-18,P002,R06,10,195000,1950000,False
2025-10-18,P002,R07,9,195000,1755000,False
2025-10-19,P002,R01,31,195000,6045000,False
2025-10-19,P002,R02,12,195000,2340000,False
2025-10-19,P002,R03,14,195000,2730000,False
2025-10-19,P002,R04,12,195000,2340000,False
2025-10-19,P002,R05,12,195000,2340000,False
2025-10-19,P002,R06,13,195000,2535000,False
2025-10-19,P002,R07,7,195000,1365000,False
2025-10-20,P002,R01,32,195000,6240000,False
2025-10-20,P002,R02,18,195000,3510000,False
2025-10-20,P002,R03,10,195000,1950000,False
2025-10-20,P002,R04,10,195000,1950000,False
2025-10-20,P002,R05,14,195000,2730000,False
2025-10-20,P002,R06,8,195000,1560000,False
2025-10-20,P002,R07,5,195000,975000,False
2025-10-21,P002,R01,31,195000,6045000,False
2025-10-21,P002,R02,13,195000,2535000,False
2025-10-21,P002,R03,18,195000,3510000,False
2025-10-21,P002,R04,18,195000,3510000,False
2025-10-21,P002,R05,11,195000,2145000,False
2025-10-21,P002,R06,11,195000,2145000,False
2025-10-21,P002,R07,12,195000,2340000,False
2025-10-22,P002,R01,34,195000,6630000,False
2025-10-22,P002,R02,16,195000,3120000,False
2025-10-22,P002,R03,13,195000,2535000,False
2025-10-22,P002,R04,8,195000,1560000,False
2025-10-22,P002,R05,7,195000,1365000,False
2025-10-22,P002,R06,9,195000,1755000,False
2025-10-22,P002,R07,3,195000,585000,False
2025-10-23,P002,R01,44,195000,8580000,False
2025-10-23,P002,R02,17,195000,3315000,False
2025-10-23,P002,R03,20,195000,3900000,False
2025-10-23,P002,R04,12,195000,2340000,False
2025-10-23,P002,R05,18,195000,3510000,False
2025-10-23,P002,R06,16,195000,3120000,False
2025-10-23,P002,R07,8,195000,1560000,False
2025-10-24,P002,R01,48,195000,9360000,False
2025-10-24,P002,R02,24,195000,4680000,False
2025-10-24,P002,R03,20,195000,3900000,False
2025-10-24,P002,R04,16,195000,3120000,False
2025-10-24,P002,R05,12,195000,2340000,False
2025-10-24,P002,R06,12,195000,2340000,False
2025-10-24,P002,R07,4,195000,780000,False
2025-10-25,P002,R01,45,195000,8775000,False
2025-10-25,P002,R02,14,195000,2730000,False
2025-10-25,P002,R03,14,195000,2730000,False
2025-10-25,P002,R04,13,195000,2535000,False
2025-10-25,P002,R05,12,195000,2340000,False
2025-10-25,P002,R06,11,195000,2145000,False
2025-10-25,P002,R07,9,195000,1755000,False
2025-10-26,P002,R01,39,175500,6844500,True
2025-10-26,P002,R02,20,175500,3510000,True
2025-10-26,P002,R03,19,175500,3334500,True
2025-10-26,P002,R04,16,175500,2808000,True
2025-10-26,P002,R05,18,175500,3159000,True
2025-10-26,P002,R06,15,175500,2632500,True
2025-10-26,P002,R07,11,175500,1930500,True
2025-10-27,P002,R01,32,195000,6240000,False
2025-10-27,P002,R02,13,195000,2535000,False
2025-10-27,P002,R03,31,195000,6045000,False
2025-10-27,P002,R04,12,195000,2340000,False
2025-10-27,P002,R05,8,195000,1560000,False
2025-10-27,P002,R06,12,195000,2340000,False
2025-10-27,P002,R07,8,195000,1560000,False
2025-10-28,P002,R01,36,195000,7020000,False
2025-10-28,P002,R02,18,195000,3510000,False
2025-10-28,P002,R03,14,195000,2730000,False
2025-10-28,P002,R04,11,195000,2145000,False
2025-10-28,P002,R05,21,195000,4095000,False
2025-10-28,P002,R06,6,195000,1170000,False
2025-10-28,P002,R07,4,195000,780000,False
2025-10-29,P002,R01,41,195000,7995000,False
2025-10-29,P002,R02,17,195000,3315000,False
2025-10-29,P002,R03,18,195000,3510000,False
2025-10-29,P002,R04,12,195000,2340000,False
2025-10-29,P002,R05,13,195000,2535000,False
2025-10-29,P002,R06,11,195000,2145000,False
2025-10-29,P002,R07,6,195000,1170000,False
2025-10-30,P002,R01,48,195000,9360000,False
2025-10-30,P002,R02,20,195000,3900000,False
2025-10-30,P002,R03,13,195000,2535000,False
2025-10-30,P002,R04,14,195000,2730000,False
2025-10-30,P002,R05,16,195000,3120000,False
2025-10-30,P002,R06,7,195000,1365000,False
2025-10-30,P002,R07,7,195000,1365000,False
2025-10-31,P002,R01,55,175500,9652500,True
2025-10-31,P002,R02,19,175500,3334500,True
2025-10-31,P002,R03,16,175500,2808000,True
2025-10-31,P002,R04,24,175500,4212000,True
2025-10-31,P002,R05,24,175500,4212000,True
2025-10-31,P002,R06,20,175500,3510000,True
2025-10-31,P002,R07,5,175500,877500,True
2025-11-01,P002,R01,50,195000,9750000,False
2025-11-01,P002,R02,18,195000,3510000,False
2025-11-01,P002,R03,14,195000,2730000,False
2025-11-01,P002,R04,13,195000,2535000,False
2025-11-01,P002,R05,11,195000,2145000,False
2025-11-01,P002,R06,3,195000,585000,False
2025-11-01,P002,R07,7,195000,1365000,False
2025-11-02,P002,R01,38,195000,7410000,False
2025-11-02,P002,R02,11,195000,2145000,False
2025-11-02,P002,R03,19,195000,3705000,False
2025-11-02,P002,R04,8,195000,1560000,False
2025-11-02,P002,R05,16,195000,3120000,False
2025-11-02,P002,R06,9,195000,1755000,False
2025-11-02,P002,R07,5,195000,975000,False
2025-11-03,P002,R01,31,195000,6045000,False
2025-11-03,P002,R02,18,195000,3510000,False
2025-11-03,P002,R03,19,195000,3705000,False
2025-11-03,P002,R04,12,195000,2340000,False
2025-11-03,P002,R05,19,195000,3705000,False
2025-11-03,P002,R06,11,195000,2145000,False
2025-11-03,P002,R07,9,195000,1755000,False
2025-11-04,P002,R01,59,175500,10354500,True
2025-11-04,P002,R02,20,175500,3510000,True
2025-11-04,P002,R03,16,175500,2808000,True
2025-11-04,P002,R04,20,175500,3510000,True
2025-11-04,P002,R05,16,175500,2808000,True
2025-11-04,P002,R06,12,175500,2106000,True
2025-11-04,P002,R07,13,175500,2281500,True
2025-11-05,P002,R01,26,195000,5070000,False
2025-11-05,P002,R02,18,195000,3510000,False
2025-11-05,P002,R03,11,195000,2145000,False
2025-11-05,P002,R04,13,195000,2535000,False
2025-11-05,P002,R05,4,195000,780000,False
2025-11-05,P002,R06,15,195000,2925000,False
2025-11-05,P002,R07,9,195000,1755000,False
2025-11-06,P002,R01,41,195000,7995000,False
2025-11-06,P002,R02,12,195000,2340000,False
2025-11-06,P002,R03,12,195000,2340000,False
