date,line_id,product_id,planned_units,produced_units,scrap_units,downtime_minutes
2024-07-13,L3,P012,114,111,2,28
2024-07-13,L3,P013,151,149,2,4
2024-07-13,L3,P014,180,177,2,19
2024-07-13,L4,P015,502,494,7,4
2024-07-13,L4,P016,508,495,6,27
2024-07-13,L4,P017,539,524,7,27
2024-07-13,L4,P018,268,262,5,4
2024-07-13,L4,P019,234,229,3,17
2024-07-13,L4,P020,343,336,7,2
2024-07-13,L5,P021,29,29,0,0
2024-07-13,L5,P022,31,29,1,44
2024-07-13,L5,P023,27,26,1,0
2024-07-13,L5,P024,27,27,0,0
2024-07-13,L5,P025,33,33,0,27
2024-07-14,L1,P001,95,92,1,41
2024-07-14,L1,P002,94,90,2,51
2024-07-14,L1,P003,127,125,2,5
2024-07-14,L1,P004,90,87,1,36
2024-07-14,L2,P005,81,81,0,0
2024-07-14,L2,P006,98,95,2,26
2024-07-14,L2,P007,53,52,1,2
2024-07-14,L2,P008,63,62,1,15
2024-07-14,L3,P009,169,165,3,18
2024-07-14,L3,P010,130,127,3,11
2024-07-14,L3,P011,157,153,2,37
2024-07-14,L3,P012,182,179,2,20
2024-07-14,L3,P013,159,155,3,20
2024-07-14,L3,P014,164,161,1,29
2024-07-14,L4,P015,597,581,8,25
2024-07-14,L4,P016,537,517,13,24
2024-07-14,L4,P017,527,514,8,19
2024-07-14,L4,P018,255,250,2,26
2024-07-14,L4,P019,269,264,4,9
2024-07-14,L4,P020,224,220,4,2
2024-07-14,L5,P021,22,21,0,45
2024-07-14,L5,P022,31,30,0,53
2024-07-14,L5,P023,44,42,1,22
2024-07-14,L5,P024,56,55,1,12
2024-07-14,L5,P025,11,11,0,39
2024-07-15,L1,P001,93,90,2,22
2024-07-15,L1,P002,121,118,2,15
2024-07-15,L1,P003,108,106,1,23
2024-07-15,L1,P004,85,84,1,6
2024-07-15,L2,P005,68,65,1,56
2024-07-15,L2,P006,56,55,1,13
2024-07-15,L2,P007,86,86,0,0
2024-07-15,L2,P008,78,76,1,23
2024-07-15,L3,P009,247,244,1,29
2024-07-15,L3,P010,215,211,2,23
2024-07-15,L3,P011,139,136,2,25
2024-07-15,L3,P012,167,166,1,0
2024-07-15,L3,P013,165,163,2,8
2024-07-15,L3,P014,178,172,4,31
2024-07-15,L4,P015,590,571,9,33
2024-07-15,L4,P016,579,555,9,50
2024-07-15,L4,P017,520,497,11,43
2024-07-15,L4,P018,229,226,2,9
2024-07-15,L4,P019,287,284,3,3
2024-07-15,L4,P020,242,238,3,4
2024-07-15,L5,P021,21,21,0,14
2024-07-15,L5,P022,21,21,0,22
2024-07-15,L5,P023,29,28,1,0
2024-07-15,L5,P024,34,33,0,31
2024-07-15,L5,P025,25,25,0,12
2024-07-16,L1,P001,112,109,1,37
2024-07-16,L1,P002,94,91,1,35
2024-07-16,L1,P003,85,83,2,10
2024-07-16,L1,P004,102,101,1,0
2024-07-16,L2,P005,78,77,1,10
2024-07-16,L2,P006,76,75,0,24
2024-07-16,L2,P007,83,80,1,45
2024-07-16,L2,P008,60,59,1,0
2024-07-16,L3,P009,225,221,2,28
2024-07-16,L3,P010,191,184,4,46
2024-07-16,L3,P011,184,178,3,46
2024-07-16,L3,P012,187,184,3,0
2024-07-16,L3,P013,139,135,2,38
2024-07-16,L3,P014,172,168,3,9
2024-07-16,L4,P015,564,553,9,8
2024-07-16,L4,P016,562,551,7,13
2024-07-16,L4,P017,507,490,6,43
2024-07-16,L4,P018,211,207,3,7
2024-07-16,L4,P019,246,241,3,16
2024-07-16,L4,P020,289,283,2,27
2024-07-16,L5,P021,38,37,0,44
2024-07-16,L5,P022,22,22,0,12
2024-07-16,L5,P023,26,26,0,21
2024-07-16,L5,P024,34,32,1,34
2024-07-16,L5,P025,17,16,1,27
2024-07-17,L1,P001,82,80,2,7
2024-07-17,L1,P002,97,95,1,24
2024-07-17,L1,P003,103,101,1,27
2024-07-17,L1,P004,132,130,1,18
2024-07-17,L2,P005,76,75,1,7
2024-07-17,L2,P006,69,67,1,20
2024-07-17,L2,P007,70,68,1,26
2024-07-17,L2,P008,73,71,1,17
2024-07-17,L3,P009,176,172,3,23
2024-07-17,L3,P010,191,185,3,40
2024-07-17,L3,P011,155,153,2,0
2024-07-17,L3,P012,176,173,2,11
2024-07-17,L3,P013,171,166,4,16
2024-07-17,L3,P014,158,155,3,9
2024-07-17,L4,P015,518,506,10,7
2024-07-17,L4,P016,505,501,2,6
2024-07-17,L4,P017,738,721,4,34
2024-07-17,L4,P018,280,272,5,22
2024-07-17,L4,P019,289,281,5,17
2024-07-17,L4,P020,272,266,4,16
2024-07-17,L5,P021,28,27,0,49
2024-07-17,L5,P022,26,26,0,21
2024-07-17,L5,P023,28,28,0,5
2024-07-17,L5,P024,41,39,1,30
2024-07-17,L5,P025,27,26,0,39
2024-07-18,L1,P001,127,123,2,30
2024-07-18,L1,P002,127,125,2,0
2024-07-18,L1,P003,129,125,2,26
2024-07-18,L1,P004,102,99,1,29
2024-07-18,L2,P005,82,79,2,23
2024-07-18,L2,P006,81,80,1,7
2024-07-18,L2,P007,61,59,1,45
2024-07-18,L2,P008,92,91,1,3
2024-07-18,L3,P009,225,217,5,41
2024-07-18,L3,P010,217,213,3,13
2024-07-18,L3,P011,189,181,5,44
2024-07-18,L3,P012,190,187,2,16
2024-07-18,L3,P013,219,213,4,24
2024-07-18,L3,P014,221,217,3,19
2024-07-18,L4,P015,829,791,13,59
2024-07-18,L4,P016,632,612,13,21
2024-07-18,L4,P017,878,845,19,31
2024-07-18,L4,P018,298,293,0,29
2024-07-18,L4,P019,290,286,4,3
2024-07-18,L4,P020,295,289,3,21
2024-07-18,L5,P021,33,33,0,18
2024-07-18,L5,P022,29,28,0,50
2024-07-18,L5,P023,31,31,0,29
2024-07-18,L5,P024,60,59,0,39
2024-07-18,L5,P025,40,38,1,46
2024-07-19,L1,P001,144,140,2,24
2024-07-19,L1,P002,152,148,2,19
2024-07-19,L1,P003,138,135,2,11
2024-07-19,L1,P004,141,137,2,24
2024-07-19,L2,P005,82,79,2,24
2024-07-19,L2,P006,86,82,1,59
2024-07-19,L2,P007,85,82,2,23
2024-07-19,L2,P008,125,121,2,24
2024-07-19,L3,P009,251,249,2,0
2024-07-19,L3,P010,197,193,3,20
2024-07-19,L3,P011,205,200,2,45
2024-07-19,L3,P012,304,295,7,18
2024-07-19,L3,P013,216,212,4,0
2024-07-19,L3,P014,286,282,4,0
2024-07-19,L4,P015,716,702,6,22
2024-07-19,L4,P016,804,772,14,42
2024-07-19,L4,P017,762,745,12,13
2024-07-19,L4,P018,398,390,1,36
2024-07-19,L4,P019,491,476,7,33
2024-07-19,L4,P020,358,347,6,26
2024-07-19,L5,P021,44,43,1,0
2024-07-19,L5,P022,28,27,1,23
2024-07-19,L5,P023,45,43,1,36
2024-07-19,L5,P024,94,92,1,25
2024-07-19,L5,P025,37,36,1,25
2024-07-20,L1,P001,98,97,1,0
2024-07-20,L1,P002,111,108,1,28
2024-07-20,L1,P003,110,109,1,5
2024-07-20,L1,P004,79,78,0,25
2024-07-20,L2,P005,73,71,1,31
2024-07-20,L2,P006,78,76,1,26
2024-07-20,L2,P007,69,67,1,32
2024-07-20,L2,P008,76,74,1,27
2024-07-20,L3,P009,154,152,2,4
2024-07-20,L3,P010,135,131,3,24
2024-07-20,L3,P011,165,160,4,21
2024-07-20,L3,P012,144,141,2,24
2024-07-20,L3,P013,159,157,1,22
2024-07-20,L3,P014,159,157,2,0
2024-07-20,L4,P015,514,499,4,40
2024-07-20,L4,P016,502,479,6,64
2024-07-20,L4,P017,492,473,8,44
2024-07-20,L4,P018,239,233,3,25
2024-07-20,L4,P019,258,249,5,27
2024-07-20,L4,P020,264,259,3,17
2024-07-20,L5,P021,26,26,0,15
2024-07-20,L5,P022,26,26,0,32
2024-07-20,L5,P023,20,19,0,52
2024-07-20,L5,P024,47,47,0,9
2024-07-20,L5,P025,24,23,1,11
2024-07-21,L1,P001,129,127,2,0
2024-07-21,L1,P002,103,101,1,14
2024-07-21,L1,P003,104,100,2,44
2024-07-21,L1,P004,106,104,1,16
2024-07-21,L2,P005,50,48,1,33
2024-07-21,L2,P006,81,78,1,39
2024-07-21,L2,P007,58,56,1,26
2024-07-21,L2,P008,55,53,1,32
2024-07-21,L3,P009,186,179,3,56
2024-07-21,L3,P010,156,152,3,20
2024-07-21,L3,P011,183,178,3,35
2024-07-21,L3,P012,144,142,2,8
2024-07-21,L3,P013,150,147,2,12
2024-07-21,L3,P014,158,155,2,27
2024-07-21,L4,P015,596,574,16,20
2024-07-21,L4,P016,556,539,5,40
2024-07-21,L4,P017,606,587,9,32
2024-07-21,L4,P018,290,285,2,21
2024-07-21,L4,P019,232,225,4,23
2024-07-21,L4,P020,286,277,2,44
2024-07-21,L5,P021,30,29,0,45
2024-07-21,L5,P022,28,27,0,46
2024-07-21,L5,P023,39,39,0,18
2024-07-21,L5,P024,52,50,1,39
2024-07-21,L5,P025,34,32,1,30
2024-07-22,L1,P001,96,95,1,4
2024-07-22,L1,P002,113,111,2,0
2024-07-22,L1,P003,96,94,1,13
2024-07-22,L1,P004,103,102,1,7
2024-07-22,L2,P005,83,82,1,8
2024-07-22,L2,P006,103,101,1,18
2024-07-22,L2,P007,59,58,1,0
2024-07-22,L2,P008,56,54,1,22
2024-07-22,L3,P009,146,142,2,32
2024-07-22,L3,P010,166,162,3,12
2024-07-22,L3,P011,190,189,0,20
2024-07-22,L3,P012,148,146,2,4
2024-07-22,L3,P013,152,148,3,22
2024-07-22,L3,P014,162,157,3,35
2024-07-22,L4,P015,559,545,7,23
2024-07-22,L4,P016,519,506,7,24
2024-07-22,L4,P017,559,549,10,0
2024-07-22,L4,P018,284,276,7,7
2024-07-22,L4,P019,260,256,4,0
2024-07-22,L4,P020,252,242,5,36
2024-07-22,L5,P021,24,24,0,21
2024-07-22,L5,P022,37,37,0,19
2024-07-22,L5,P023,15,15,0,16
2024-07-22,L5,P024,53,52,1,10
2024-07-22,L5,P025,38,38,0,7
2024-07-23,L1,P001,178,174,4,2
2024-07-23,L1,P002,116,112,3,24
2024-07-23,L1,P003,90,88,0,32
2024-07-23,L1,P004,68,66,1,40
2024-07-23,L2,P005,75,74,1,0
2024-07-23,L2,P006,56,55,1,0
2024-07-23,L2,P007,85,82,1,35
2024-07-23,L2,P008,93,90,2,12
2024-07-23,L3,P009,162,159,2,21
2024-07-23,L3,P010,152,148,3,26
2024-07-23,L3,P011,164,161,3,0
2024-07-23,L3,P012,148,148,0,0
2024-07-23,L3,P013,184,180,3,11
2024-07-23,L3,P014,181,177,2,24
2024-07-23,L4,P015,571,561,4,21
2024-07-23,L4,P016,538,528,10,0
2024-07-23,L4,P017,576,549,11,53
2024-07-23,L4,P018,199,193,3,32
2024-07-23,L4,P019,263,253,2,56
2024-07-23,L4,P020,249,237,5,51
2024-07-23,L5,P021,30,30,0,12
2024-07-23,L5,P022,40,39,1,0
2024-07-23,L5,P023,35,33,1,35
2024-07-23,L5,P024,62,60,1,35
2024-07-23,L5,P025,19,19,0,22
2024-07-24,L1,P001,102,98,3,15
2024-07-24,L1,P002,109,108,0,19
2024-07-24,L1,P003,135,131,3,15
2024-07-24,L1,P004,97,95,1,28
2024-07-24,L2,P005,78,77,1,10
2024-07-24,L2,P006,50,49,1,14
2024-07-24,L2,P007,74,72,1,30
2024-07-24,L2,P008,64,62,1,27
2024-07-24,L3,P009,181,178,1,24
2024-07-24,L3,P010,187,178,5,54
2024-07-24,L3,P011,155,151,1,49
2024-07-24,L3,P012,163,160,3,2
2024-07-24,L3,P013,169,166,1,38
2024-07-24,L3,P014,178,176,2,5
2024-07-24,L4,P015,555,539,12,15
2024-07-24,L4,P016,545,528,6,38
2024-07-24,L4,P017,570,558,10,8
2024-07-24,L4,P018,264,256,3,35
2024-07-24,L4,P019,276,272,4,0
2024-07-24,L4,P020,261,254,2,38
2024-07-24,L5,P021,16,16,0,3
2024-07-24,L5,P022,16,16,0,13
2024-07-24,L5,P023,39,37,1,35
2024-07-24,L5,P024,53,52,0,26
2024-07-24,L5,P025,26,26,0,18
2024-07-25,L1,P001,101,98,2,16
2024-07-25,L1,P002,118,115,2,10
2024-07-25,L1,P003,125,124,1,5
2024-07-25,L1,P004,129,123,3,39
2024-07-25,L2,P005,48,48,0,4
2024-07-25,L2,P006,110,107,2,22
2024-07-25,L2,P007,84,82,1,25
2024-07-25,L2,P008,63,62,1,10
2024-07-25,L3,P009,221,217,4,0
2024-07-25,L3,P010,209,205,4,0
2024-07-25,L3,P011,178,175,3,8
2024-07-25,L3,P012,275,270,5,0
2024-07-25,L3,P013,204,201,2,21
2024-07-25,L3,P014,154,153,1,6
2024-07-25,L4,P015,687,676,5,17
2024-07-25,L4,P016,657,641,6,30
2024-07-25,L4,P017,582,568,9,15
2024-07-25,L4,P018,293,286,3,24
2024-07-25,L4,P019,296,289,2,31
2024-07-25,L4,P020,272,268,2,14
2024-07-25,L5,P021,29,29,0,26
2024-07-25,L5,P022,37,36,1,19
2024-07-25,L5,P023,16,16,0,16
2024-07-25,L5,P024,53,52,0,26
2024-07-25,L5,P025,25,24,1,14
2024-07-26,L1,P001,143,138,4,7
2024-07-26,L1,P002,117,115,2,1
2024-07-26,L1,P003,109,107,0,30
2024-07-26,L1,P004,123,120,1,25
2024-07-26,L2,P005,81,78,2,14
2024-07-26,L2,P006,97,95,1,18
2024-07-26,L2,P007,104,102,1,17
2024-07-26,L2,P008,83,82,1,7
2024-07-26,L3,P009,207,203,2,26
2024-07-26,L3,P010,240,234,4,28
2024-07-26,L3,P011,224,219,4,13
2024-07-26,L3,P012,238,230,4,45
2024-07-26,L3,P013,309,304,3,15
2024-07-26,L3,P014,201,199,2,0
2024-07-26,L4,P015,681,668,13,0
2024-07-26,L4,P016,723,716,7,0
2024-07-26,L4,P017,773,758,12,7
2024-07-26,L4,P018,311,302,3,39
2024-07-26,L4,P019,348,341,6,6
2024-07-26,L4,P020,338,331,6,5
2024-07-26,L5,P021,28,27,1,22
2024-07-26,L5,P022,48,47,0,49
2024-07-26,L5,P023,46,45,1,6
2024-07-26,L5,P024,73,72,0,16
2024-07-26,L5,P025,35,33,1,33
2024-07-27,L1,P001,84,82,2,2
2024-07-27,L1,P002,145,143,2,0
2024-07-27,L1,P003,88,85,2,31
2024-07-27,L1,P004,108,105,1,32
2024-07-27,L2,P005,63,61,1,17
2024-07-27,L2,P006,63,60,1,55
2024-07-27,L2,P007,66,64,1,15
2024-07-27,L2,P008,78,77,1,6
2024-07-27,L3,P009,157,154,2,27
2024-07-27,L3,P010,147,145,1,29
2024-07-27,L3,P011,163,161,0,35
2024-07-27,L3,P012,130,128,1,22
2024-07-27,L3,P013,155,151,3,16
2024-07-27,L3,P014,172,168,4,0
2024-07-27,L4,P015,398,384,9,22
2024-07-27,L4,P016,575,564,10,4
2024-07-27,L4,P017,573,565,6,7
2024-07-27,L4,P018,291,290,1,0
2024-07-27,L4,P019,221,215,5,8
2024-07-27,L4,P020,263,257,3,24
2024-07-27,L5,P021,34,34,0,6
2024-07-27,L5,P022,13,13,0,30
2024-07-27,L5,P023,24,24,0,0
2024-07-27,L5,P024,40,39,0,25
2024-07-27,L5,P025,33,32,1,16
2024-07-28,L1,P001,94,91,1,38
2024-07-28,L1,P002,105,103,2,0
2024-07-28,L1,P003,76,75,1,0
2024-07-28,L1,P004,112,108,2,30
2024-07-28,L2,P005,80,78,1,17
2024-07-28,L2,P006,75,74,1,7
2024-07-28,L2,P007,72,71,1,6
2024-07-28,L2,P008,99,96,1,47
2024-07-28,L3,P009,166,161,3,37
2024-07-28,L3,P010,179,175,3,16
2024-07-28,L3,P011,176,172,3,24
2024-07-28,L3,P012,182,178,2,27
2024-07-28,L3,P013,188,184,4,0
2024-07-28,L3,P014,141,138,1,35
2024-07-28,L4,P015,549,541,4,13
2024-07-28,L4,P016,518,502,9,26
2024-07-28,L4,P017,519,506,7,21
2024-07-28,L4,P018,271,263,5,22
2024-07-28,L4,P019,263,255,4,32
2024-07-28,L4,P020,268,263,3,14
2024-07-28,L5,P021,9,9,0,32
2024-07-28,L5,P022,22,22,0,14
2024-07-28,L5,P023,25,24,1,0
2024-07-28,L5,P024,35,33,1,29
2024-07-28,L5,P025,21,21,0,36
2024-07-29,L1,P001,111,109,2,5
2024-07-29,L1,P002,99,96,2,14
2024-07-29,L1,P003,96,94,1,25
2024-07-29,L1,P004,91,88,1,37
2024-07-29,L2,P005,61,59,2,12
2024-07-29,L2,P006,56,56,0,7
2024-07-29,L2,P007,78,76,1,36
2024-07-29,L2,P008,80,78,2,0
2024-07-29,L3,P009,164,161,2,24
2024-07-29,L3,P010,184,180,4,7
2024-07-29,L3,P011,150,148,1,19
2024-07-29,L3,P012,169,165,4,0
2024-07-29,L3,P013,133,131,2,0
2024-07-29,L3,P014,147,143,2,41
2024-07-29,L4,P015,550,540,8,8
2024-07-29,L4,P016,562,550,4,26
2024-07-29,L4,P017,520,501,11,30
2024-07-29,L4,P018,305,295,5,32
2024-07-29,L4,P019,231,228,3,0
2024-07-29,L4,P020,289,280,5,25
2024-07-29,L5,P021,20,20,0,43
2024-07-29,L5,P022,13,13,0,29
2024-07-29,L5,P023,38,37,1,0
2024-07-29,L5,P024,73,72,1,13
2024-07-29,L5,P025,24,24,0,21
2024-07-30,L1,P001,114,111,1,38
2024-07-30,L1,P002,125,121,3,13
2024-07-30,L1,P003,123,119,2,29
2024-07-30,L1,P004,105,101,2,37
2024-07-30,L2,P005,103,101,1,25
2024-07-30,L2,P006,77,74,2,13
2024-07-30,L2,P007,82,81,1,7
2024-07-30,L2,P008,72,72,0,5
2024-07-30,L3,P009,144,140,2,44
2024-07-30,L3,P010,121,120,1,0
2024-07-30,L3,P011,168,164,3,15
2024-07-30,L3,P012,179,173,4,30
2024-07-30,L3,P013,151,149,1,21
2024-07-30,L3,P014,172,171,0,22
2024-07-30,L4,P015,740,712,15,34
2024-07-30,L4,P016,502,487,7,31
2024-07-30,L4,P017,567,557,7,10
2024-07-30,L4,P018,264,259,3,18
2024-07-30,L4,P019,256,253,1,16
2024-07-30,L4,P020,247,240,4,26
2024-07-30,L5,P021,24,24,0,31
2024-07-30,L5,P022,30,30,0,22
2024-07-30,L5,P023,26,26,0,11
2024-07-30,L5,P024,56,54,1,20
2024-07-30,L5,P025,16,16,0,0
2024-07-31,L1,P001,96,94,2,5
2024-07-31,L1,P002,84,80,2,38
2024-07-31,L1,P003,87,86,1,8
2024-07-31,L1,P004,117,115,1,19
2024-07-31,L2,P005,69,67,2,0
2024-07-31,L2,P006,72,71,1,3
2024-07-31,L2,P007,78,76,1,29
2024-07-31,L2,P008,59,58,0,36
2024-07-31,L3,P009,175,172,2,21
2024-07-31,L3,P010,178,174,4,2
2024-07-31,L3,P011,147,142,3,33
2024-07-31,L3,P012,175,169,4,30
2024-07-31,L3,P013,158,154,2,39
2024-07-31,L3,P014,184,180,2,29
2024-07-31,L4,P015,526,514,4,29
2024-07-31,L4,P016,557,546,11,0
2024-07-31,L4,P017,555,543,5,23
2024-07-31,L4,P018,264,252,7,34
2024-07-31,L4,P019,263,251,5,50
2024-07-31,L4,P020,295,287,4,25
2024-07-31,L5,P021,41,40,1,0
2024-07-31,L5,P022,27,27,0,10
2024-07-31,L5,P023,24,24,0,19
2024-07-31,L5,P024,47,45,1,21
2024-07-31,L5,P025,24,24,0,7
2024-08-01,L1,P001,136,133,2,13
2024-08-01,L1,P002,147,145,2,0
2024-08-01,L1,P003,132,127,3,25
2024-08-01,L1,P004,108,105,1,31
2024-08-01,L2,P005,69,69,0,10
2024-08-01,L2,P006,97,93,2,41
2024-08-01,L2,P007,102,98,2,33
2024-08-01,L2,P008,60,57,1,50
2024-08-01,L3,P009,166,163,3,6
2024-08-01,L3,P010,189,185,3,12
2024-08-01,L3,P011,188,185,2,19
2024-08-01,L3,P012,157,152,3,37
2024-08-01,L3,P013,258,252,5,10
2024-08-01,L3,P014,207,202,2,39
2024-08-01,L4,P015,586,571,14,2
2024-08-01,L4,P016,675,651,9,44
2024-08-01,L4,P017,653,638,14,2
2024-08-01,L4,P018,306,297,7,14
2024-08-01,L4,P019,334,328,5,5
2024-08-01,L4,P020,284,275,6,21
2024-08-01,L5,P021,35,34,1,13
2024-08-01,L5,P022,41,39,1,31
2024-08-01,L5,P023,34,34,0,10
2024-08-01,L5,P024,47,46,1,13
2024-08-01,L5,P025,20,20,0,30
2024-08-02,L1,P001,162,155,4,30
2024-08-02,L1,P002,141,136,3,23
2024-08-02,L1,P003,191,187,2,25
2024-08-02,L1,P004,187,182,3,18
2024-08-02,L2,P005,95,93,2,5
2024-08-02,L2,P006,110,106,3,9
2024-08-02,L2,P007,98,96,2,1
2024-08-02,L2,P008,85,84,1,4
2024-08-02,L3,P009,249,242,5,19
2024-08-02,L3,P010,170,166,1,44
2024-08-02,L3,P011,254,247,3,40
2024-08-02,L3,P012,228,224,4,6
2024-08-02,L3,P013,218,213,5,6
2024-08-02,L3,P014,188,180,5,42
2024-08-02,L4,P015,738,716,13,24
2024-08-02,L4,P016,758,739,10,24
2024-08-02,L4,P017,705,692,8,13
2024-08-02,L4,P018,353,344,3,30
2024-08-02,L4,P019,297,290,4,19
2024-08-02,L4,P020,331,326,5,2
2024-08-02,L5,P021,31,29,1,59
2024-08-02,L5,P022,38,38,0,20
2024-08-02,L5,P023,37,36,1,11
2024-08-02,L5,P024,64,63,1,0
2024-08-02,L5,P025,35,33,1,38
2024-08-03,L1,P001,120,118,1,21
2024-08-03,L1,P002,104,101,1,40
2024-08-03,L1,P003,121,118,1,26
2024-08-03,L1,P004,117,112,3,33
2024-08-03,L2,P005,79,77,1,33
2024-08-03,L2,P006,80,78,1,24
2024-08-03,L2,P007,52,50,1,21
2024-08-03,L2,P008,70,68,1,17
2024-08-03,L3,P009,182,177,4,9
2024-08-03,L3,P010,176,173,1,38
2024-08-03,L3,P011,153,149,3,13
2024-08-03,L3,P012,184,178,5,16
2024-08-03,L3,P013,162,160,1,9
2024-08-03,L3,P014,152,149,2,26
2024-08-03,L4,P015,510,497,7,24
2024-08-03,L4,P016,485,474,4,28
2024-08-03,L4,P017,547,540,4,11
2024-08-03,L4,P018,269,265,2,15
2024-08-03,L4,P019,268,256,8,32
2024-08-03,L4,P020,212,207,3,22
2024-08-03,L5,P021,33,32,1,10
2024-08-03,L5,P022,25,24,1,35
2024-08-03,L5,P023,32,32,0,29
2024-08-03,L5,P024,56,54,1,37
2024-08-03,L5,P025,31,30,1,18
2024-08-04,L1,P001,113,108,3,37
2024-08-04,L1,P002,99,96,2,27
2024-08-04,L1,P003,108,105,2,19
2024-08-04,L1,P004,93,90,2,21
2024-08-04,L2,P005,58,57,1,7
2024-08-04,L2,P006,75,72,2,29
2024-08-04,L2,P007,85,83,1,15
2024-08-04,L2,P008,58,56,1,22
2024-08-04,L3,P009,154,152,1,21
2024-08-04,L3,P010,226,222,2,26
2024-08-04,L3,P011,150,148,1,17
2024-08-04,L3,P012,144,141,3,6
2024-08-04,L3,P013,191,186,4,14
2024-08-04,L3,P014,158,154,3,16
2024-08-04,L4,P015,558,544,8,22
2024-08-04,L4,P016,825,825,0,0
2024-08-04,L4,P017,500,489,2,34
2024-08-04,L4,P018,263,256,4,25
2024-08-04,L4,P019,288,278,5,34
2024-08-04,L4,P020,202,197,3,20
2024-08-04,L5,P021,17,17,0,9
2024-08-04,L5,P022,37,35,1,34
2024-08-04,L5,P023,30,30,0,32
2024-08-04,L5,P024,61,59,1,16
2024-08-04,L5,P025,27,26,1,12
2024-08-05,L1,P001,126,121,3,24
2024-08-05,L1,P002,81,79,1,25
2024-08-05,L1,P003,118,115,1,27
2024-08-05,L1,P004,112,110,1,22
2024-08-05,L2,P005,112,110,2,7
2024-08-05,L2,P006,92,90,2,7
2024-08-05,L2,P007,69,67,2,1
2024-08-05,L2,P008,84,81,2,13
2024-08-05,L3,P009,143,138,3,36
2024-08-05,L3,P010,136,133,2,19
2024-08-05,L3,P011,172,167,3,39
2024-08-05,L3,P012,149,146,2,22
2024-08-05,L3,P013,145,140,3,34
2024-08-05,L3,P014,154,151,2,28
2024-08-05,L4,P015,574,568,3,11
2024-08-05,L4,P016,588,565,10,41
2024-08-05,L4,P017,541,533,6,6
2024-08-05,L4,P018,222,218,4,4
2024-08-05,L4,P019,257,250,3,27
2024-08-05,L4,P020,272,262,5,34
2024-08-05,L5,P021,26,26,0,17
2024-08-05,L5,P022,35,34,1,21
2024-08-05,L5,P023,27,27,0,26
2024-08-05,L5,P024,50,48,1,40
2024-08-05,L5,P025,22,21,0,48
2024-08-06,L1,P001,78,76,1,16
2024-08-06,L1,P002,103,101,2,0
2024-08-06,L1,P003,85,82,1,54
2024-08-06,L1,P004,90,89,1,8
2024-08-06,L2,P005,79,76,1,37
2024-08-06,L2,P006,79,78,1,1
2024-08-06,L2,P007,63,62,1,2
2024-08-06,L2,P008,60,58,1,31
2024-08-06,L3,P009,166,164,1,16
2024-08-06,L3,P010,173,168,3,41
2024-08-06,L3,P011,183,179,2,35
2024-08-06,L3,P012,129,125,3,15
2024-08-06,L3,P013,194,189,4,14
2024-08-06,L3,P014,136,134,2,10
2024-08-06,L4,P015,590,571,9,33
2024-08-06,L4,P016,541,531,5,19
2024-08-06,L4,P017,563,545,9,30
2024-08-06,L4,P018,304,294,6,24
2024-08-06,L4,P019,272,269,0,21
2024-08-06,L4,P020,259,254,5,0
2024-08-06,L5,P021,27,27,0,26
2024-08-06,L5,P022,33,32,1,17
2024-08-06,L5,P023,29,28,0,43
2024-08-06,L5,P024,41,40,1,20
2024-08-06,L5,P025,26,26,0,0
2024-08-07,L1,P001,101,98,2,15
2024-08-07,L1,P002,111,106,3,36
2024-08-07,L1,P003,82,79,1,47
2024-08-07,L1,P004,103,99,2,35
2024-08-07,L2,P005,79,78,1,10
2024-08-07,L2,P006,66,63,1,45
2024-08-07,L2,P007,81,78,1,48
2024-08-07,L2,P008,52,50,1,21
2024-08-07,L3,P009,156,154,2,0
2024-08-07,L3,P010,169,167,1,19
2024-08-07,L3,P011,152,147,3,37
2024-08-07,L3,P012,157,153,3,13
2024-08-07,L3,P013,162,160,1,12
2024-08-07,L3,P014,191,188,2,20
2024-08-07,L4,P015,578,574,2,7
2024-08-07,L4,P016,557,535,6,54
2024-08-07,L4,P017,528,514,12,9
2024-08-07,L4,P018,238,235,3,3
2024-08-07,L4,P019,249,242,3,27
2024-08-07,L4,P020,271,265,6,0
2024-08-07,L5,P021,31,30,1,15
2024-08-07,L5,P022,27,26,0,37
2024-08-07,L5,P023,24,24,0,12
2024-08-07,L5,P024,42,41,1,5
2024-08-07,L5,P025,19,18,1,31
2024-08-08,L1,P001,108,104,2,27
2024-08-08,L1,P002,132,128,3,12
2024-08-08,L1,P003,121,117,2,26
2024-08-08,L1,P004,129,125,2,32
2024-08-08,L2,P005,100,98,0,47
2024-08-08,L2,P006,73,71,2,2
2024-08-08,L2,P007,87,85,2,0
2024-08-08,L2,P008,83,82,1,11
2024-08-08,L3,P009,187,185,0,25
2024-08-08,L3,P010,202,198,1,48
2024-08-08,L3,P011,164,158,3,53
2024-08-08,L3,P012,162,158,2,36
2024-08-08,L3,P013,194,190,3,11
2024-08-08,L3,P014,255,248,5,20
2024-08-08,L4,P015,632,612,10,31
2024-08-08,L4,P016,642,618,10,43
2024-08-08,L4,P017,639,627,12,0
2024-08-08,L4,P018,289,283,6,0
2024-08-08,L4,P019,264,260,4,1
2024-08-08,L4,P020,295,288,5,11
2024-08-08,L5,P021,22,22,0,29
2024-08-08,L5,P022,27,26,0,54
2024-08-08,L5,P023,51,49,1,27
2024-08-08,L5,P024,56,56,0,0
2024-08-08,L5,P025,23,23,0,4
2024-08-09,L1,P001,145,140,2,39
